108,Facts (Charlie Heat Version) Lyrics,"Dirt and grime and filth inside|-|The story of my lifetime|-|Of cheating, stealing, never feeling|-|Pain of a brother, your dirty mother|-|Ha, ha, ha, look how far we are, are, are, are, are, are, are|-|(Perfect!)|-|Yeezy, Yeezy, Yeezy just jumped over Jumpman|-|Yeezy, Yeezy, Yeezy just jumped over Jumpman|-|(Yo!)|-|Yeezy, Yeezy, Yeezy, I feel so accomplished|-|I done talked a lot of shit but I just did the numbers|-|Herzog and Adidas, man you know they love it|-|If Nike ain't have Drizzy, man they wouldn't have nothin', woo!|-|If Nike ain't have Don C, man they wouldn't have nothin', ooh!|-|But I'm all for the family, tell 'em, ""Get your money""|-|Yeezy, Yeezy, Yeezy, they line up for days|-|Nike out here bad, they can't give shit away|-|I stuck to my roots, I'm like Jimmy Fallon|-|I ain't dropped the album but the shoes went platinum (Woo!)|-|Every time I talk they say I'm too aggressive|-|I was out here spazzin', all y'all get the message?|-|On the field I'm over-reckless, on my Odell Beckham|-|2020, I'ma run the whole election, yah!|-|I've been trending years, y'all a couple days|-|Yeezy in the house and we just got appraised|-|Nike, Nike treat employees just like slaves|-|Gave LeBron a billi' not to run away (Yo!)|-|10 thousand dollar fur for Nori, I just copped it (Yo!)|-|Your baby daddy won't even take your daughter shoppin' (Yo!)|-|I done wore designers I won't wear again|-|Make 'em niggas famous, they get arrogant|-|Yeezy, Yeezy, Yeezy just jumped over Jumpman, ah!|-|Yeezy, Yeezy, Yeezy just jumped over Jumpman|-|(Sonic boom!)|-|Yeezy, Yeezy, Yeezy, this is pure luxury|-|I give 'em grey poupon on a DJ Mustard, ah!|-|If you ain't poppin' shit then why you rap for? Haaan?|-|Plus Kimoji just shut down the app store, ah!|-|And we made a million a minute, we made a million a minute|-|(We did)|-|Yeah, we made a million a minute, we made a million a minute, ah!|-|Do anybody feel bad for Bill Cosby?|-|Did he forget the names just like Steve Harvey? (Yo!)|-|Tell Adidas that we need a million in production (Yo!)|-|I done told y'all, all I needed was the infrastructure (Boom!)|-|Now we hottest in the streets, it ain't no discussion|-|James Harden, Swaggy P runnin' up the budget (Yoga flame!)|-|Keep the work at my baby mama's mama's house|-|I'm a jerk, you need to work, you need to call my spouse|-|Yeezy, Yeezy, take a picture with me on Rodeo|-|Yeezy, Yeezy, Yeezy, I might do my own hotel|-|Couches, couches, couches, couches, which one should I pick?|-|I need extra deep, I like my bitches extra thick (sonic boom!)|-|Every time I see the news, man it bring me home|-|Call up DJ Mano, shout out Twilite Tone|-|We just blessed to be alive, yeah ain't that the truth?|-|So let's celebrate the life of Timbuck2|-|Timbuck2, Timbuck2, Timbuck2|-|Timbuck2, Timbuck2|-|Timbuck2, Timbuck2|-|Ha, ha, ha, look how far we are, are, are, are, are, are, are|-|(Perfect!)"
109,Fade Lyrics,"You're love is fading...|-|You're love is fading...|-|You're love is fading...|-|I feel it fade|-|When no one ain't around|-|I feel it fade|-|I think I think too much|-|I feel it fade|-|When ain't nobody watchin'|-|I feel it fade|-|I just fade away|-|I feel it...|-|Fade away|-|I feel it...|-|I feel it...|-|Fade away-ay-ay-ay|-|I think I think too much|-|I feel it...|-|Your love is fading|-|I feel it...|-|Roll up, roll up|-|Hold up, hold up|-|Po' up, po' up|-|I feel it|-|I love to|-|I wanna|-|I'm tryna|-|I feel it|-|I'm a rock the boat|-|Work the middle 'til it hurt a little|-|I feel it|-|Your love is fading|-|I feel it|-|Fucking with a real ass nigga|-|I feel it|-|Fuck how you feel ass nigga|-|I feel it|-|Bitch better act like you know better|-|I feel it|-|Woah...|-|When no one ain't around|-|I feel it fade|-|I think I think too much|-|I feel it fade|-|Ain't nobody watchin'|-|I feel it fade|-|I just fade away|-|I feel it fade|-|You don't even know|-|I've been so far gone|-|I feel it|-|I've been so led on|-|I've been running 'round|-|I feel it|-|I've been on my shit|-|Whole world on my dick|-|I feel it|-|I just need to know|-|I can feel it|-|Oh, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Yes, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Oh, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Yes, deep inside|-|Deep, deep, I'm inside|-|I can feel it|-|Oh, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Yes, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Oh, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Yes, deep inside|-|Deep, deep, I'm inside|-|I feel it fade|-|Oh, I get lifted, yes|-|I feel it fade|-|I feel it fade|-|I feel it|-|I feel it fade"
110,Fade [Explicit] Lyrics,"You're love is fading...|-|You're love is fading...|-|You're love is fading...|-|I feel it fade|-|When no one ain't around|-|I feel it fade|-|I think I think too much|-|I feel it fade|-|When ain't nobody watchin'|-|I feel it fade|-|I just fade away|-|I feel it...|-|Fade away|-|I feel it...|-|I feel it...|-|Fade away-ay-ay-ay|-|I think I think too much|-|I feel it...|-|Your love is fading|-|I feel it...|-|Roll up, roll up|-|Hold up, hold up|-|Po' up, po' up|-|I feel it|-|I love to|-|I wanna|-|I'm tryna|-|I feel it|-|I'm a rock the boat|-|Work the middle 'til it hurt a little|-|I feel it|-|Your love is fading|-|I feel it|-|Fucking with a real ass nigga|-|I feel it|-|Fuck how you feel ass nigga|-|I feel it|-|Bitch better act like you know better|-|I feel it|-|Woah...|-|When no one ain't around|-|I feel it fade|-|I think I think too much|-|I feel it fade|-|Ain't nobody watchin'|-|I feel it fade|-|I just fade away|-|I feel it fade|-|You don't even know|-|I've been so far gone|-|I feel it|-|I've been so led on|-|I've been running 'round|-|I feel it|-|I've been on my shit|-|Whole world on my dick|-|I feel it|-|I just need to know|-|I can feel it|-|Oh, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Yes, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Oh, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Yes, deep inside|-|Deep, deep, I'm inside|-|I can feel it|-|Oh, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Yes, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Oh, deep inside|-|Deep, deep, I'm inside|-|I feel it|-|Yes, deep inside|-|Deep, deep, I'm inside|-|I feel it fade|-|Oh, I get lifted, yes|-|I feel it fade|-|I feel it fade|-|I feel it|-|I feel it fade"
111,Faith Lyrics,
112,Fall Out Of Heaven Lyrics,
113,Family Business Lyrics,"How's your son? (all, all, all the things, things)|-|He make the team this year? (all, all, all the things things)|-|Aw th-, they said he wasn't tall enough?|-|(all, all, all that glitters is not gold)|-|Yeah me we gon' cook this up (all gold is not reality)|-|(real is what you live to be)|-|This is family business|-|And this is for the family that can't be with us|-|And this is for my cousin locked down, know the answer's in us|-|That's why I spit it in my songs so sweet|-|Like a photo of your granny's picture|-|Now that you're gone it hit us|-|Super hard on Thanksgiving and Christmas, this can't be right|-|Yeah you heard the track I did man, this can't be life|-|Somebody please say grace so I can save face|-|And have a reason to cover my face|-|I even made you a plate, soul food, know how Granny do it|-|Monkey bread on the side, know how the family do it|-|When I brought it why did the guard have to look all to it?|-|As kids we used to laugh|-|Who knew that life would move this fast?|-|Who knew I'd have to look at you through a glass?|-|And look, you tell me you ain't did it, then you ain't did it|-|And if you did, then that's family business|-|And I don't care 'bout (all the, all the diamond rings, diamond rings)|-|They don't mean a thing (all, all, all the things)|-|All these fancy things|-|I tell you that all (all the glitter is not gold) my weight in gold (gold is not|-|reality)|-|Now all I know I know all these things (real is what you live to be)|-|This is family business|-|And this is for everybody standin' with us|-|Come on, let's take a family Grammy picture|-|Abby, remember when they ain't believe in me?|-|Now she like, ""See, that's my cousin on TV""|-|Now, we gettin' it and we gon' make it|-|And y'all gon' hate it and I'm his favorite|-|I can't deny it, I'm a straight rider|-|But when we get together be electric slidin'|-|Grandma, get 'em sup|-|Aw naw, don't open the photo book up|-|I got an Aunt Ruth that can't remember your name|-|But I bet them Polaroids'll send her down memory lane|-|You know that one auntie, you don't mean to be rude|-|But every holiday nobody eatin' her food|-|And you don't wanna stay there 'cause them your worst cousins|-|Got roaches at their crib like them your first cousins|-|Act like you ain't took a bath with your cousins|-|Fit three in the bed while six of y'all|-|I'm talkin' 'bout three by the head and three by the leg|-|But you ain't have to tell my girl I used to piss in the bed|-|Rain, rain, rain go away|-|Let the sun come out and all the children say|-|Rain, rain, rain go away|-|Let the sun come out and all the children say|-|I woke up early this mornin' with a new state of mind|-|A creative way to rhyme without usin' knives and guns|-|Keep your nose out the sky, keep your heart to God|-|And keep your face to the risin' sun|-|All my niggas from the Chi, that's my family dog|-|And my niggas ain't my guys, they my family dog|-|I feel like one day you'll understand me dog|-|You can still love your man and be manly dog|-|You ain't got to get heated at every house warmin'|-|Sittin' here, grillin' people like George Foreman|-|Why Uncle Ray and Aunt Sheila always performin'?|-|The second she storm out, then he storm in|-|Y'all gon' sit down, have a good time this reunion|-|And drink some wine like Communion|-|And act like everything fine and if it isn't|-|We ain't lettin' everybody in our family business|-|(all the, all the diamond rings, diamond rings)|-|They don't mean a thing (all, all, all the things)|-|They don't mean a thing|-|(all the, all the diamond rings, diamond rings)|-|They don't mean a thing, a thing|-|And I don't care 'bout (all the, all the diamond rings, diamond rings)|-|They don't mean a thing (all, all, all the things)|-|All these fancy things|-|I tell you that all (all the glitter is not gold) my weight in gold (gold is not|-|reality)|-|Now all I know I know all these things (real is what you live to be)|-|(oooh) All these things (these things)|-|All these things (oooh) all these things (these things)|-|All these things (oooh) all these things (these things)|-|All these things (oooh) all these things (these things)|-|All these things (oooh) all these things (these things)|-|All these things (oooh) all these things (these things)|-|All these things (oooh) all these things (these things)|-|All these things (oooh) all these things (these things)"
114,Famous Lyrics,"Man I can understand how it might be|-|Kinda hard to love a girl like me|-|I don't blame you much for wanting to be free|-|I just wanted you to know|-|Swizz told me let the beat rock|-|For all my Southside niggas that know me best|-|I feel like me and Taylor might still have sex|-|Why? I made that bitch famous (God damn)|-|I made that bitch famous|-|For all the girls that got dick from Kanye West|-|If you see 'em in the streets give 'em Kanye's best|-|Why? They mad they ain't famous (God damn)|-|They mad they're still nameless (Talk that talk, man)|-|Her man in the store tryna try his best|-|But he just can't seem to get Kanye fresh|-|But we still hood famous (God damn)|-|Yeah we still hood famous|-|I just wanted you to know|-|I loved you better than your own kin did|-|From the very start|-|I don't blame you much for wanting to be free|-|Wake up, Mr West! Oh, he's up!|-|I just wanted you to know|-|I be Puerto Rican day parade floatin'|-|That Benz Marina Del Rey coastin'|-|She be Puerto Rican day parade wavin'|-|Last month I helped her with the car payment|-|Young and we alive, whoo!|-|We never gonna die, whoo!|-|I just copped a jet to fly over personal debt|-|Put one up in the sky|-|The sun is in my eyes, whoo!|-|Woke up and felt the vibe, whoo!|-|No matter how hard they try, whoo!|-|We never gonna die|-|I just wanted you to know|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|'ey what a bam bam|-|How you feeling right now, let me see you ladies in the air|-|Bam bam dilla, bam bam|-|Bam bam eh|-|Bam bam, bam bam|-|Let me see your middle finger in the air|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|Let me see you act up in this mother fucker|-|'ey what a bam bam|-|Bam bam dilla, bam bam|-|How you feelin', how you feelin, how you feelin' in this mother fucker, god damn|-|Bam bam|-|One thing you can't do is stop us now|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|You can't stop the thing now|-|'ey what a bam bam|-|Man it's way too late, it's way too late, it's way too late you can't fuck with us|-|Bam bam dilla, bam bam|-|Bam bam, bam bam|-|Bam bam, bam bam|-|To the left, to the right|-|Bam bam dilla, bam bam|-|I wanna see everybody hands in the air like this|-|'ey what a bam bam|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|I just wanted you to know|-|I loved you better than your own kin did|-|From the very start|-|I don't blame you much for wanting to be free|-|I just wanted you to know"
115,Famous (OG Version) Lyrics,"Man I can understand how it might be|-|Kinda hard to love a girl like me|-|I don't blame you much for wanting to be free|-|I just wanted you to know|-|Swizz told me let the beat rock|-|For all my Southside niggas that know me best|-|I feel like me and Taylor might still have sex|-|Why? I made that bitch famous (God damn)|-|I made that bitch famous|-|For all the girls that got dick from Kanye West|-|If you see 'em in the streets give 'em Kanye's best|-|Why? They mad they ain't famous (God damn)|-|They mad they're still nameless (Talk that talk, man)|-|Her man in the store tryna try his best|-|But he just can't seem to get Kanye fresh|-|But we still hood famous (God damn)|-|Yeah we still hood famous|-|I just wanted you to know|-|I loved you better than your own kin did|-|From the very start|-|I don't blame you much for wanting to be free|-|Wake up, Mr West! Oh, he's up!|-|I just wanted you to know|-|I be Puerto Rican day parade floatin'|-|That Benz Marina Del Rey coastin'|-|She be Puerto Rican day parade wavin'|-|Last month I helped her with the car payment|-|Young and we alive, whoo!|-|We never gonna die, whoo!|-|I just copped a jet to fly over personal debt|-|Put one up in the sky|-|The sun is in my eyes, whoo!|-|Woke up and felt the vibe, whoo!|-|No matter how hard they try, whoo!|-|We never gonna die|-|I just wanted you to know|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|'ey what a bam bam|-|How you feeling right now, let me see you ladies in the air|-|Bam bam dilla, bam bam|-|Bam bam eh|-|Bam bam, bam bam|-|Let me see your middle finger in the air|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|Let me see you act up in this mother fucker|-|'ey what a bam bam|-|Bam bam dilla, bam bam|-|How you feelin', how you feelin, how you feelin' in this mother fucker, god damn|-|Bam bam|-|One thing you can't do is stop us now|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|You can't stop the thing now|-|'ey what a bam bam|-|Man it's way too late, it's way too late, it's way too late you can't fuck with us|-|Bam bam dilla, bam bam|-|Bam bam, bam bam|-|Bam bam, bam bam|-|To the left, to the right|-|Bam bam dilla, bam bam|-|I wanna see everybody hands in the air like this|-|'ey what a bam bam|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|I just wanted you to know|-|I loved you better than your own kin did|-|From the very start|-|I don't blame you much for wanting to be free|-|I just wanted you to know"
116,Famous [Explicit] Lyrics,"Man I can understand how it might be|-|Kinda hard to love a girl like me|-|I don't blame you much for wanting to be free|-|I just wanted you to know|-|Swizz told me let the beat rock|-|For all my Southside niggas that know me best|-|I feel like me and Taylor might still have sex|-|Why? I made that bitch famous (God damn)|-|I made that bitch famous|-|For all the girls that got dick from Kanye West|-|If you see 'em in the streets give 'em Kanye's best|-|Why? They mad they ain't famous (God damn)|-|They mad they're still nameless (Talk that talk, man)|-|Her man in the store tryna try his best|-|But he just can't seem to get Kanye fresh|-|But we still hood famous (God damn)|-|Yeah we still hood famous|-|I just wanted you to know|-|I loved you better than your own kin did|-|From the very start|-|I don't blame you much for wanting to be free|-|Wake up, Mr West! Oh, he's up!|-|I just wanted you to know|-|I be Puerto Rican day parade floatin'|-|That Benz Marina Del Rey coastin'|-|She be Puerto Rican day parade wavin'|-|Last month I helped her with the car payment|-|Young and we alive, whoo!|-|We never gonna die, whoo!|-|I just copped a jet to fly over personal debt|-|Put one up in the sky|-|The sun is in my eyes, whoo!|-|Woke up and felt the vibe, whoo!|-|No matter how hard they try, whoo!|-|We never gonna die|-|I just wanted you to know|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|'ey what a bam bam|-|How you feeling right now, let me see you ladies in the air|-|Bam bam dilla, bam bam|-|Bam bam eh|-|Bam bam, bam bam|-|Let me see your middle finger in the air|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|Let me see you act up in this mother fucker|-|'ey what a bam bam|-|Bam bam dilla, bam bam|-|How you feelin', how you feelin, how you feelin' in this mother fucker, god damn|-|Bam bam|-|One thing you can't do is stop us now|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|You can't stop the thing now|-|'ey what a bam bam|-|Man it's way too late, it's way too late, it's way too late you can't fuck with us|-|Bam bam dilla, bam bam|-|Bam bam, bam bam|-|Bam bam, bam bam|-|To the left, to the right|-|Bam bam dilla, bam bam|-|I wanna see everybody hands in the air like this|-|'ey what a bam bam|-|Bam bam, bam bam|-|Bam bam dilla, bam bam|-|I just wanted you to know|-|I loved you better than your own kin did|-|From the very start|-|I don't blame you much for wanting to be free|-|I just wanted you to know"
117,Father Stretch My Hands Lyrics,"You're the only power|-|You're the only power that can|-|You're the only power|-|You're the only power that can, ohhhh|-|Ohhhh, ohhhh, ohhhh, ohhhh|-|If young Metro don't trust you I'm gon' shoot you|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Just want to feel liberated, I, I, I|-|I just want to feel liberated, I, I, I|-|If I ever instigated I'm sorry|-|Tell me who in here can relate, I, I, I|-|Now if I fuck this model|-|And she just bleached her asshole|-|And I get bleach on my T-shirt|-|I'mma feel like an asshole|-|I was high when I met her|-|We was down in Tribeca|-|She get under your skin if you let her|-|She get under your skin if you-uh|-|I don't even want to talk about it|-|I don't even want to talk about it|-|I don't even want to say nothing|-|Everybody gon' say something|-|I'd be worried if they said nothing|-|Remind me where I know you from?|-|She looking like she owe you some|-|You know just what we want|-|I want to wake up with you in my eyes|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Just want to feel liberated, I, I, I|-|I just want to feel liberated, I, I, I|-|If I ever instigated I'm sorry|-|Tell me who in here can relate, I, I, I"
118,Father Stretch My Hands (Pt. I & Pt. II) Lyrics,
119,Father Stretch My Hands Pt. 1 Lyrics,
120,Father Stretch My Hands Pt. 1 (Remix) Lyrics,"You're the only power|-|You're the only power that can|-|You're the only power|-|You're the only power that can, ohhhh|-|Ohhhh, ohhhh, ohhhh, ohhhh|-|If young Metro don't trust you I'm gon' shoot you|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Just want to feel liberated, I, I, I|-|I just want to feel liberated, I, I, I|-|If I ever instigated I'm sorry|-|Tell me who in here can relate, I, I, I|-|Now if I fuck this model|-|And she just bleached her asshole|-|And I get bleach on my T-shirt|-|I'mma feel like an asshole|-|I was high when I met her|-|We was down in Tribeca|-|She get under your skin if you let her|-|She get under your skin if you-uh|-|I don't even want to talk about it|-|I don't even want to talk about it|-|I don't even want to say nothing|-|Everybody gon' say something|-|I'd be worried if they said nothing|-|Remind me where I know you from?|-|She looking like she owe you some|-|You know just what we want|-|I want to wake up with you in my eyes|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Just want to feel liberated, I, I, I|-|I just want to feel liberated, I, I, I|-|If I ever instigated I'm sorry|-|Tell me who in here can relate, I, I, I"
121,Father Stretch My Hands Pt. 2 Lyrics,"You're the only power|-|You're the only power that can|-|You're the only power|-|You're the only power that can, ohhhh|-|Ohhhh, ohhhh, ohhhh, ohhhh|-|If young Metro don't trust you I'm gon' shoot you|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Just want to feel liberated, I, I, I|-|I just want to feel liberated, I, I, I|-|If I ever instigated I'm sorry|-|Tell me who in here can relate, I, I, I|-|Now if I fuck this model|-|And she just bleached her asshole|-|And I get bleach on my T-shirt|-|I'mma feel like an asshole|-|I was high when I met her|-|We was down in Tribeca|-|She get under your skin if you let her|-|She get under your skin if you-uh|-|I don't even want to talk about it|-|I don't even want to talk about it|-|I don't even want to say nothing|-|Everybody gon' say something|-|I'd be worried if they said nothing|-|Remind me where I know you from?|-|She looking like she owe you some|-|You know just what we want|-|I want to wake up with you in my eyes|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Beautiful morning, you're the sun in my morning babe|-|Nothing unwanted|-|Just want to feel liberated, I, I, I|-|I just want to feel liberated, I, I, I|-|If I ever instigated I'm sorry|-|Tell me who in here can relate, I, I, I"
122,Feedback Lyrics,"Ayy, y'all heard about the good news?|-|Y'all sleeping on me, huh? Had a good snooze?|-|Wake up, nigga, wake up|-|We bout to get this paper|-|Money never made me|-|Make me do something? Nah, can't make me|-|Even if the money low, can't pay me|-|Even if the money low, can't play me|-|Ayy, y'all heard about the good news?|-|Y'all sleeping on me, huh? Had a good snooze?|-|Wake up, nigga, wake up|-|We bout to get this paper|-|Pablo bought a Roley and a rottweiler|-|Seem like the more fame, I only got wilder|-|Hands up, we just doing what the cops taught us|-|Hands up, we just doing what the cops taught us|-|I've been outta my mind a long time|-|I've been outta my mind a long time|-|I've been saying how I feel at the wrong time|-|Might not come when you want but I'm on time|-|Ayy, y'all heard about the good news?|-|Y'all sleeping on me, huh? Had a good snooze?|-|Wake up, nigga, wake up|-|We 'bout to get this paper|-|I can't let these people play me|-|Name one genius that ain't crazy|-|Follow our father|-|You borrow our motto|-|I'm a Chicago south sider|-|I'm a Chicago south sider|-|Ayy, y'all heard about the good news?|-|Y'all sleeping on your boy, had a good snooze?|-|Wake up, nigga, wake up|-|It's time to get the paper|-|I've been outta my mind a long time|-|I've been outta my mind a long time|-|I know, I know, I shouldn't even bother|-|With all these gossiping, no-pussy-getting bloggers|-|Fashion show in Gotham, I need another costume|-|PETA's mad cause I made a jacket outta possum|-|Awesome, Steve Jobs mixed with Steve Austin|-|Rich slave in the fabric store picking cotton|-|If Hov J then every Jordan need a Rodman|-|Man, Jay, they don't really want no problems|-|Driving in the same car that they killed Pac in|-|Driving in the same uh that they killed Pac in|-|Hands up, we just doing what the cops taught us|-|Hands up, hands up, then the cops shot us|-|Hold on, hold on, hold on|-|Wait a second, everybody here, I'm the ghetto Oprah|-|You know what that mean? You get a fur! You get a fur!|-|You get a jet! You get a jet! Big booty bitch for you! Woo!"
123,Flashing Lights Lyrics,"Flashing lights (lights, lights, lights)|-|Flashing lights (lights, lights, lights)|-|Flashing lights (lights, lights, lights)|-|Flashing lights (lights, lights)|-|She don't believe in shooting stars|-|But she believe in shoes & cars|-|Wood floors in the new apartment|-|Couture from the store's department|-|You more like L'eau de Stardee shit|-|I'm more of the, trips to Florida|-|Order the h'orderves, views of the water|-|Straight from the page of your favorite author|-|And the weather so breezy|-|Man why can't life always be this easy|-|She in the mirror dancing so sleazy|-|I get a call like ""Where are you Yeezy?""|-|And try to hit you with a 'Oeur de Whopee'|-|Till I get flashed by the paparazzi|-|Damn, these nigga's got me|-|I hate these nigga's more than a Nazi|-|As I recall, I know you love to show off|-|But I never thought that you would take it this far|-|What do I know?|-|Flashing lights (lights, lights, lights)|-|What do I know?|-|Flashing lights (lights, lights, lights)|-|I know it's been a while|-|Sweetheart, we hardly talk, I was doing my thing|-|I know I was foul bay-bay|-|A-bay lately you been all on my brain|-|And if somebody would've told me a month ago|-|Fronting though, yo I wouldn't wanna know|-|If somebody would've told me a year ago|-|It'd go, get this difficult|-|Feeling like Katrina with no femur|-|Like Martin with no Gina|-|Like a flight with no Visa|-|First class with the seat back I still see ya|-|In my past, you on the other side of the glass|-|Of my memory's museum|-|I'm just saying, hey Mona Lisa|-|Come home you know you can't roam without Caesar|-|As I recall, I know you love to show off|-|But I never thought that you would take it this far|-|What do I know?|-|Flashing lights (lights, lights, lights)|-|What do I know?|-|Flashing lights (lights, lights, lights)|-|As you recall, you know I love to show off|-|But you never thought that I would take it this far|-|What do you know?|-|Flashing lights (lights, lights, lights)|-|What do you know?|-|Flashing lights (lights, lights, lights)|-|Flashing lights (lights, lights, lights)|-|Flashing lights"
124,Flashing Lights (remix) Lyrics,"The rulers! Rulers of the world!|-|Every hood, stand up, every street, stand up|-|And be accountable, yeah, come on...|-|(Flashing... lights) OH OH OH OH OH!|-|(Flashing... lights) And now we in the club like...|-|(Flashing... lights) HEY! HEY! HEY! HEY!|-|(Flashing... lights) HEY! HEY! HEY! HEY!|-|Sunglasses (Glasses) Black T man (T man)|-|Red carpet all cameras on me man (Me man)|-|But the cameras can't see what I see man (See man)|-|Why I had to treat the haters like fleas man|-|Mu'f***ers wanna talk about me man|-|I check the ice and I brush off my sleaves man|-|I'm too hyped to have dirt off my shoulders|-|Lyrics from heaven CHUUCH! Thought I told ya|-|Tasha told Kim that Lisa said Mike said|-|Kells doin drugs now man he a crackhead|-|Y'all mean to tell me y'all believe that|-|But I do be askin where the weed at?!|-|(Easy killa) Cause I'm a go getta come day or night|-|(Easy killa) And I already got my money right right right!|-|(Flashing... lights) And this for all my n****s in the hood that be dodgin those|-|(Flashing... lights) To all the honeys in the club that be showin love when they see the|-|(Flashing... lights) Your boy Kells, Kanye in the club remix like|-|(Flashing... lights) Whoooooooooaaaaaaaaaaaaaaaaaaa!|-|I know it's been a while sweetheart|-|We hardly talk I was doing my thang|-|I know it was foul baby|-|A bay, lately, you been all on my brain|-|And if somebody woulda told me a month ago|-|Frontin though, yo I wouldn't wanna know|-|If somebody woulda told me a year ago|-|It'll go get this difficult|-|Feelin like Katrina with no F.E.M.A.|-|Like Martin with no Gina|-|Like a flight with no visa|-|First class with the seat back I still see ya|-|In my past, you on the other side of the glass|-|Of my memory's museum|-|I'm just sayin, hey Mona Lisa come home|-|You know you can't ""Rome"" without ""Caesar""|-|As I recall I know you love to show off (Off)|-|But I never thought that you would take it this far (Far)|-|What do I know? (Flashing... lights)|-|What do I know? (Flashing... lights)|-|Knoowwwwwwwwwwww!|-|As I recall I know you love to show off (Off)|-|But I never thought that you would take it this far (Far)|-|What do I know? (Flashing... lights)|-|What do I know? (Flashing... lights)|-|Knoowwwwwwwwwwww!|-|Come on! So flash your light on me (Flash your light on me)|-|So that the world can see (So the world can see)|-|Flashing... lights|-|Flashing... lights"
125,Flight School Lyrics,"Let me get my theme music (x2)|-|'Aye, Let me get my theme music (x2)|-|Chorus:|-|Baby, just forget everything that you know|-|Let's take it all the way back to hello|-|They say you livin' like you died before|-|I got a place that only I can go|-|Let me take you to flight school|-|(We'll learn to fly)|-|Let me take you to flight school|-|(Above all the lights)|-|You've never been so high, kiss the ground goodbye|-|And you say, damn baby how did you get that fly?|-|Flight school|-|GLC|-|I got the airplane passes, the aviator glasses|-|she be lookin fly like aviator classes|-|so classy, Jacqueline Onassis|-|used to sneak and move like Ali, Cassius|-|Massive, like Kennedy's assassin|-|we was killin time like clocks in the casket|-|perhaps its time to prevail|-|I'll show you Gotham City like I'm Christian Bale|-|I can be Barack and let you be Michelle|-|Miguel. Gizelle. Dress fresh as hell.|-|Louis. Gucci. Ye in that pastel|-|adore Dior, ride down Lake Shore|-|She felt the vibe, I had to make sure|-|She felt deprived livin like she died|-|Slide with a G, now she felt revived|-|In town for the night, she's somebody wifey|-|The LE, she never seen these|-|so the moment i might seize|-|I done come up out the coma of livin lifes dreams|-|when you wake up in the morning you join the flight team.|-|Chorus|-|Kanye West|-|I got my superman power, my superman cape|-|These the last hours, but superman late|-|The clock is ticking, damn can you wait?|-|Man, will he come back and save the day?|-|Fly across the earth, put things in reverse|-|I wish this life was a movie I could just rehearse|-|Certain things I can't doctor, and you say I'm the worst|-|I ain't have enough patients, but I needed a nurse|-|Got to come by my head let, see if my head ache|-|Then get my head straight|-|Then give my head great|-|Every time I popped up like the VCR|-|I took your breath away|-|Then we performed CPR|-|With all the cars, the clothes, the lights, the boats|-|I guess I was just trying to sow my royal oats|-|In the penthouse position,|-|With penthouse bitches,|-|See I pimped my crib, so I must exhibit|-|Shit, these last years been a haze like Issac|-|So I close my eyes|-|Tighter than Asian eyes|-|Get realized|-|I got the same wings angels fly|-|With Louie Vutton feathers, now that some fly shit|-|Chorus"
